CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
432240,URUGUAIANA,RS,08/2026,8297,12409,8759
432250,VACARIA,RS,08/2026,4366,6465,4872
432252,VALE VERDE,RS,08/2026,165,307,338
432253,VALE DO SOL,RS,08/2026,463,795,579
432254,VALE REAL,RS,08/2026,40,113,491
432255,VANINI,RS,08/2026,21,49,156
432260,VENÂNCIO AIRES,RS,08/2026,2496,4252,4367
432270,VERA CRUZ,RS,08/2026,1142,2028,1562
432280,VERANÓPOLIS,RS,08/2026,120,409,632
432285,VESPASIANO CORRÊA,RS,08/2026,15,28,162
432290,VIADUTOS,RS,08/2026,138,208,207
432300,VIAMÃO,RS,08/2026,17768,26639,17743
432310,VICENTE DUTRA,RS,08/2026,581,794,490
432320,VICTOR GRAEFF,RS,08/2026,40,94,209
432330,VILA FLORES,RS,08/2026,26,69,213
432335,VILA LÂNGARO,RS,08/2026,17,55,151
432340,VILA MARIA,RS,08/2026,96,178,278
432345,VILA NOVA DO SUL,RS,08/2026,712,850,302
432350,VISTA ALEGRE,RS,08/2026,82,148,273
432360,VISTA ALEGRE DO PRATA,RS,08/2026,19,38,242
432370,VISTA GAÚCHA,RS,08/2026,70,179,353
432375,VITÓRIA DAS MISSÕES,RS,08/2026,170,305,309
432377,WESTFÁLIA,RS,08/2026,9,36,189
432380,XANGRI-LÁ,RS,08/2026,656,1306,1229
420005,ABDON BATISTA,SC,08/2026,185,285,297
420010,ABELARDO LUZ,SC,08/2026,1481,2178,2142
420020,AGROLÂNDIA,SC,08/2026,184,375,265
420030,AGRONÔMICA,SC,08/2026,66,130,122
420040,ÁGUA DOCE,SC,08/2026,44,271,535
420050,ÁGUAS DE CHAPECÓ,SC,08/2026,237,436,590
420055,ÁGUAS FRIAS,SC,08/2026,30,92,240
420060,ÁGUAS MORNAS,SC,08/2026,165,312,205
420070,ALFREDO WAGNER,SC,08/2026,392,711,416
420075,ALTO BELA VISTA,SC,08/2026,22,48,80
420080,ANCHIETA,SC,08/2026,78,224,272
420090,ANGELINA,SC,08/2026,121,271,233
420100,ANITA GARIBALDI,SC,08/2026,677,985,697
420110,ANITÁPOLIS,SC,08/2026,112,233,163
420120,ANTÔNIO CARLOS,SC,08/2026,158,350,315
420125,APIÚNA,SC,08/2026,88,223,258
420127,ARABUTÃ,SC,08/2026,40,112,221
420130,ARAQUARI,SC,08/2026,1870,4173,3615
420140,ARARANGUÁ,SC,08/2026,2045,4592,3635
420150,ARMAZÉM,SC,08/2026,392,551,303
420160,ARROIO TRINTA,SC,08/2026,16,66,211
420165,ARVOREDO,SC,08/2026,37,97,143
420170,ASCURRA,SC,08/2026,181,301,268
420180,ATALANTA,SC,08/2026,37,97,114
420190,AURORA,SC,08/2026,75,150,178
420195,BALNEÁRIO ARROIO DO SILVA,SC,08/2026,1433,2109,1494
420200,BALNEÁRIO CAMBORIÚ,SC,08/2026,2903,5680,7520
420205,BALNEÁRIO BARRA DO SUL,SC,08/2026,876,1440,1375
420207,BALNEÁRIO GAIVOTA,SC,08/2026,971,1755,1683
420208,BANDEIRANTE,SC,08/2026,78,197,242
420209,BARRA BONITA,SC,08/2026,63,113,141
420210,BARRA VELHA,SC,08/2026,1792,3612,3149
420213,BELA VISTA DO TOLDO,SC,08/2026,317,591,308
420215,BELMONTE,SC,08/2026,66,146,187
420220,BENEDITO NOVO,SC,08/2026,108,262,213
420230,BIGUAÇU,SC,08/2026,2918,5292,4158
420240,BLUMENAU,SC,08/2026,5711,10874,10930
420243,BOCAINA DO SUL,SC,08/2026,209,385,309
420245,BOMBINHAS,SC,08/2026,1135,1822,1284
420250,BOM JARDIM DA SERRA,SC,08/2026,556,709,300
420253,BOM JESUS,SC,08/2026,217,326,253
420257,BOM JESUS DO OESTE,SC,08/2026,73,105,111
420260,BOM RETIRO,SC,08/2026,417,729,606
420270,BOTUVERÁ,SC,08/2026,106,289,618
420280,BRAÇO DO NORTE,SC,08/2026,996,1719,540
420285,BRAÇO DO TROMBUDO,SC,08/2026,1,21,35
420287,BRUNÓPOLIS,SC,08/2026,155,272,254
420290,BRUSQUE,SC,08/2026,2075,3974,3311
420300,CAÇADOR,SC,08/2026,2393,4973,6907
420310,CAIBI,SC,08/2026,51,259,241
420315,CALMON,SC,08/2026,260,493,646
420320,CAMBORIÚ,SC,08/2026,2692,6330,4694
420325,CAPÃO ALTO,SC,08/2026,112,223,225
420330,CAMPO ALEGRE,SC,08/2026,314,691,934
420340,CAMPO BELO DO SUL,SC,08/2026,516,945,855
420350,CAMPO ERÊ,SC,08/2026,555,955,750
420360,CAMPOS NOVOS,SC,08/2026,254,1267,2240
420370,CANELINHA,SC,08/2026,1400,1738,686
420380,CANOINHAS,SC,08/2026,1915,3300,2841
420390,CAPINZAL,SC,08/2026,212,646,692
420395,CAPIVARI DE BAIXO,SC,08/2026,336,960,1123
420400,CATANDUVAS,SC,08/2026,345,699,790
420410,CAXAMBU DO SUL,SC,08/2026,171,313,324
420415,CELSO RAMOS,SC,08/2026,186,269,229
420417,CERRO NEGRO,SC,08/2026,204,431,369
420419,CHAPADÃO DO LAGEADO,SC,08/2026,27,70,60
420420,CHAPECÓ,SC,08/2026,2878,8523,11620
420425,COCAL DO SUL,SC,08/2026,170,365,436
420430,CONCÓRDIA,SC,08/2026,890,2089,2231
420435,CORDILHEIRA ALTA,SC,08/2026,184,275,256
420440,CORONEL FREITAS,SC,08/2026,295,555,546
420445,CORONEL MARTINS,SC,08/2026,66,132,177
420450,CORUPÁ,SC,08/2026,343,610,514
420455,CORREIA PINTO,SC,08/2026,939,1534,1202
420460,CRICIÚMA,SC,08/2026,4717,8428,5423
420470,CUNHA PORÃ,SC,08/2026,145,322,666
420475,CUNHATAÍ,SC,08/2026,11,26,51
420480,CURITIBANOS,SC,08/2026,2150,3832,3598
420490,DESCANSO,SC,08/2026,131,259,337
420500,DIONÍSIO CERQUEIRA,SC,08/2026,490,870,847
420510,DONA EMMA,SC,08/2026,56,108,73
420515,DOUTOR PEDRINHO,SC,08/2026,50,118,124
420517,ENTRE RIOS,SC,08/2026,417,619,345
420519,ERMO,SC,08/2026,107,188,160
420520,ERVAL VELHO,SC,08/2026,18,153,236
420530,FAXINAL DOS GUEDES,SC,08/2026,160,428,519
420535,FLOR DO SERTÃO,SC,08/2026,32,86,245
420540,FLORIANÓPOLIS,SC,08/2026,15881,30187,26591
420543,FORMOSA DO SUL,SC,08/2026,70,146,180
420545,FORQUILHINHA,SC,08/2026,975,1626,1304
420550,FRAIBURGO,SC,08/2026,686,2120,2900
420555,FREI ROGÉRIO,SC,08/2026,135,235,222
420560,GALVÃO,SC,08/2026,203,322,235
420570,GAROPABA,SC,08/2026,1784,2859,1972
420580,GARUVA,SC,08/2026,440,1066,1138
420590,GASPAR,SC,08/2026,1258,2816,3106
420600,GOVERNADOR CELSO RAMOS,SC,08/2026,990,1479,1027
420610,GRÃO PARÁ,SC,08/2026,245,458,458
420620,GRAVATAL,SC,08/2026,313,564,515
420630,GUABIRUBA,SC,08/2026,553,985,687
420640,GUARACIABA,SC,08/2026,63,236,525
420650,GUARAMIRIM,SC,08/2026,1042,2248,2226
420660,GUARUJÁ DO SUL,SC,08/2026,91,195,408
420665,GUATAMBÚ,SC,08/2026,222,501,529
420670,HERVAL DOESTE,SC,08/2026,280,696,916
420675,IBIAM,SC,08/2026,118,181,182
420680,IBICARÉ,SC,08/2026,113,193,269
420690,IBIRAMA,SC,08/2026,174,499,670
420700,IÇARA,SC,08/2026,1782,3055,2135
420710,ILHOTA,SC,08/2026,637,1211,641
420720,IMARUÍ,SC,08/2026,729,1126,932
420730,IMBITUBA,SC,08/2026,2156,3613,2317
420740,IMBUIA,SC,08/2026,131,244,234
420750,INDAIAL,SC,08/2026,731,1694,1669
420757,IOMERÊ,SC,08/2026,18,70,166
420760,IPIRA,SC,08/2026,48,132,298
420765,IPORÃ DO OESTE,SC,08/2026,81,250,663
420768,IPUAÇU,SC,08/2026,825,1250,624
420770,IPUMIRIM,SC,08/2026,42,130,220
420775,IRACEMINHA,SC,08/2026,102,201,355
420780,IRANI,SC,08/2026,237,622,798
420785,IRATI,SC,08/2026,57,131,159
420790,IRINEÓPOLIS,SC,08/2026,535,921,467
420800,ITÁ,SC,08/2026,257,442,505
420810,ITAIÓPOLIS,SC,08/2026,352,1023,638
420820,ITAJAÍ,SC,08/2026,8313,14226,11165
420830,ITAPEMA,SC,08/2026,2309,4381,4346
420840,ITAPIRANGA,SC,08/2026,144,441,799
420845,ITAPOÁ,SC,08/2026,1647,2933,2453
420850,ITUPORANGA,SC,08/2026,461,968,734
420860,JABORÁ,SC,08/2026,125,233,236
420870,JACINTO MACHADO,SC,08/2026,390,595,439
420880,JAGUARUNA,SC,08/2026,538,1087,998
420890,JARAGUÁ DO SUL,SC,08/2026,2364,5194,6091
420895,JARDINÓPOLIS,SC,08/2026,84,125,129
420900,JOAÇABA,SC,08/2026,426,898,1358
420910,JOINVILLE,SC,08/2026,12977,25097,20770
420915,JOSÉ BOITEUX,SC,08/2026,364,536,201
420917,JUPIÁ,SC,08/2026,72,169,359
420920,LACERDÓPOLIS,SC,08/2026,8,36,84
420930,LAGES,SC,08/2026,7940,13291,12106
420940,LAGUNA,SC,08/2026,1303,2715,3229
420945,LAJEADO GRANDE,SC,08/2026,40,98,180
420950,LAURENTINO,SC,08/2026,124,260,344
420960,LAURO MÜLLER,SC,08/2026,387,744,771
420970,LEBON RÉGIS,SC,08/2026,690,1480,1443
420980,LEOBERTO LEAL,SC,08/2026,79,193,136
420985,LINDÓIA DO SUL,SC,08/2026,80,196,292
420990,LONTRAS,SC,08/2026,52,290,244
421000,LUIZ ALVES,SC,08/2026,139,436,361
421003,LUZERNA,SC,08/2026,32,106,351
421005,MACIEIRA,SC,08/2026,26,85,71
421010,MAFRA,SC,08/2026,1682,3030,2581
421020,MAJOR GERCINO,SC,08/2026,170,291,221
421030,MAJOR VIEIRA,SC,08/2026,446,874,694
421040,MARACAJÁ,SC,08/2026,253,432,611
421050,MARAVILHA,SC,08/2026,297,736,1148
421055,MAREMA,SC,08/2026,30,80,126
421060,MASSARANDUBA,SC,08/2026,313,600,532
421070,MATOS COSTA,SC,08/2026,300,443,455
421080,MELEIRO,SC,08/2026,186,339,230
421085,MIRIM DOCE,SC,08/2026,11,63,165
421090,MODELO,SC,08/2026,77,156,183
421100,MONDAÍ,SC,08/2026,60,261,666
421105,MONTE CARLO,SC,08/2026,469,983,911
421110,MONTE CASTELO,SC,08/2026,766,1121,622
421120,MORRO DA FUMAÇA,SC,08/2026,369,850,827
421125,MORRO GRANDE,SC,08/2026,125,234,267
421130,NAVEGANTES,SC,08/2026,4401,7418,4555
421140,NOVA ERECHIM,SC,08/2026,174,282,364
421145,NOVA ITABERABA,SC,08/2026,93,217,216
421150,NOVA TRENTO,SC,08/2026,270,531,645
421160,NOVA VENEZA,SC,08/2026,174,401,470
421165,NOVO HORIZONTE,SC,08/2026,46,121,206
421170,ORLEANS,SC,08/2026,545,903,633
421175,OTACÍLIO COSTA,SC,08/2026,341,682,839
421180,OURO,SC,08/2026,71,166,289
421185,OURO VERDE,SC,08/2026,140,233,195
421187,PAIAL,SC,08/2026,46,102,165
421189,PAINEL,SC,08/2026,97,254,291
421190,PALHOÇA,SC,08/2026,8715,15247,11635
421200,PALMA SOLA,SC,08/2026,373,627,482
421205,PALMEIRA,SC,08/2026,116,189,184
421210,PALMITOS,SC,08/2026,324,636,714
421220,PAPANDUVA,SC,08/2026,290,992,753
421223,PARAÍSO,SC,08/2026,115,257,319
421225,PASSO DE TORRES,SC,08/2026,763,1245,685
421227,PASSOS MAIA,SC,08/2026,300,481,594
421230,PAULO LOPES,SC,08/2026,394,678,466
421240,PEDRAS GRANDES,SC,08/2026,66,162,208
421250,PENHA,SC,08/2026,1417,2301,1875
421260,PERITIBA,SC,08/2026,13,39,257
421265,PESCARIA BRAVA,SC,08/2026,574,905,645
421270,PETROLÂNDIA,SC,08/2026,131,251,287
421280,BALNEÁRIO PIÇARRAS,SC,08/2026,935,2178,1788
421290,PINHALZINHO,SC,08/2026,99,466,760
421300,PINHEIRO PRETO,SC,08/2026,22,115,427
421310,PIRATUBA,SC,08/2026,92,186,167
421315,PLANALTO ALEGRE,SC,08/2026,46,167,352
421320,POMERODE,SC,08/2026,44,216,469
421330,PONTE ALTA,SC,08/2026,195,373,467
421335,PONTE ALTA DO NORTE,SC,08/2026,181,341,248
421340,PONTE SERRADA,SC,08/2026,497,954,1238
421350,PORTO BELO,SC,08/2026,736,1444,1588
421360,PORTO UNIÃO,SC,08/2026,571,1424,1382
421370,POUSO REDONDO,SC,08/2026,122,484,525
421380,PRAIA GRANDE,SC,08/2026,460,741,456
421390,PRESIDENTE CASTELLO BRANCO,SC,08/2026,44,76,76
421400,PRESIDENTE GETÚLIO,SC,08/2026,212,456,470
421410,PRESIDENTE NEREU,SC,08/2026,38,96,161
421415,PRINCESA,SC,08/2026,68,136,143
421420,QUILOMBO,SC,08/2026,201,392,454
421430,RANCHO QUEIMADO,SC,08/2026,28,99,168
421440,RIO DAS ANTAS,SC,08/2026,270,467,545
421450,RIO DO CAMPO,SC,08/2026,33,200,190
421460,RIO DO OESTE,SC,08/2026,22,147,187
421470,RIO DOS CEDROS,SC,08/2026,70,255,317
421480,RIO DO SUL,SC,08/2026,1419,2749,2632
421490,RIO FORTUNA,SC,08/2026,11,55,74
421500,RIO NEGRINHO,SC,08/2026,1299,2233,1906
421505,RIO RUFINO,SC,08/2026,180,267,174
421507,RIQUEZA,SC,08/2026,73,203,324
421510,RODEIO,SC,08/2026,210,422,419
421520,ROMELÂNDIA,SC,08/2026,119,245,376
421530,SALETE,SC,08/2026,73,206,296
421535,SALTINHO,SC,08/2026,150,268,339
421540,SALTO VELOSO,SC,08/2026,86,181,357
421545,SANGÃO,SC,08/2026,378,703,467
421550,SANTA CECÍLIA,SC,08/2026,1025,1669,1437
421555,SANTA HELENA,SC,08/2026,17,51,174
421560,SANTA ROSA DE LIMA,SC,08/2026,37,89,120
421565,SANTA ROSA DO SUL,SC,08/2026,607,898,527
421567,SANTA TEREZINHA,SC,08/2026,118,288,281
421568,SANTA TEREZINHA DO PROGRESSO,SC,08/2026,87,169,305
421569,SANTIAGO DO SUL,SC,08/2026,21,48,113
421570,SANTO AMARO DA IMPERATRIZ,SC,08/2026,829,1487,1037
421575,SÃO BERNARDINO,SC,08/2026,69,191,260
421580,SÃO BENTO DO SUL,SC,08/2026,1542,3169,4785
421590,SÃO BONIFÁCIO,SC,08/2026,120,197,123
421600,SÃO CARLOS,SC,08/2026,226,433,482
421605,SÃO CRISTÓVÃO DO SUL,SC,08/2026,281,483,362
421610,SÃO DOMINGOS,SC,08/2026,234,572,569
421620,SÃO FRANCISCO DO SUL,SC,08/2026,1774,3298,2660
421625,SÃO JOÃO DO OESTE,SC,08/2026,37,86,122
421630,SÃO JOÃO BATISTA,SC,08/2026,740,1837,2015
421635,SÃO JOÃO DO ITAPERIÚ,SC,08/2026,193,358,383
421640,SÃO JOÃO DO SUL,SC,08/2026,544,794,466
421650,SÃO JOAQUIM,SC,08/2026,894,2023,1822
421660,SÃO JOSÉ,SC,08/2026,7216,12358,8578
421670,SÃO JOSÉ DO CEDRO,SC,08/2026,308,550,648
421680,SÃO JOSÉ DO CERRITO,SC,08/2026,750,1271,854
421690,SÃO LOURENÇO DO OESTE,SC,08/2026,335,876,969
421700,SÃO LUDGERO,SC,08/2026,75,285,436
421710,SÃO MARTINHO,SC,08/2026,57,107,96
421715,SÃO MIGUEL DA BOA VISTA,SC,08/2026,47,101,252
421720,SÃO MIGUEL DO OESTE,SC,08/2026,613,1355,1838
421725,SÃO PEDRO DE ALCÂNTARA,SC,08/2026,127,208,274
421730,SAUDADES,SC,08/2026,143,302,435
421740,SCHROEDER,SC,08/2026,277,550,638
421750,SEARA,SC,08/2026,152,508,731
421755,SERRA ALTA,SC,08/2026,47,83,132
421760,SIDERÓPOLIS,SC,08/2026,373,684,815
421770,SOMBRIO,SC,08/2026,931,2004,1661
421775,SUL BRASIL,SC,08/2026,75,126,164
421780,TAIÓ,SC,08/2026,437,752,716
421790,TANGARÁ,SC,08/2026,181,402,797
421795,TIGRINHOS,SC,08/2026,70,133,226
421800,TIJUCAS,SC,08/2026,1749,3082,2774
421810,TIMBÉ DO SUL,SC,08/2026,166,318,359
421820,TIMBÓ,SC,08/2026,289,785,1056
421825,TIMBÓ GRANDE,SC,08/2026,848,1245,636
421830,TRÊS BARRAS,SC,08/2026,560,1497,1434
421835,TREVISO,SC,08/2026,106,189,94
421840,TREZE DE MAIO,SC,08/2026,110,318,291
421850,TREZE TÍLIAS,SC,08/2026,80,240,360
421860,TROMBUDO CENTRAL,SC,08/2026,34,100,141
421870,TUBARÃO,SC,08/2026,2680,4767,4300
421875,TUNÁPOLIS,SC,08/2026,17,101,392
421880,TURVO,SC,08/2026,119,463,528
421885,UNIÃO DO OESTE,SC,08/2026,33,108,179
421890,URUBICI,SC,08/2026,675,1024,717
421895,URUPEMA,SC,08/2026,243,366,230
421900,URUSSANGA,SC,08/2026,263,591,736
421910,VARGEÃO,SC,08/2026,45,186,324
421915,VARGEM,SC,08/2026,84,183,264
421917,VARGEM BONITA,SC,08/2026,151,299,486
421920,VIDAL RAMOS,SC,08/2026,102,223,241
421930,VIDEIRA,SC,08/2026,845,2051,3037
421935,VITOR MEIRELES,SC,08/2026,118,268,180
421940,WITMARSUM,SC,08/2026,47,129,306
421950,XANXERÊ,SC,08/2026,646,1682,1958
421960,XAVANTINA,SC,08/2026,37,81,101
421970,XAXIM,SC,08/2026,747,1453,2515
421985,ZORTÉA,SC,08/2026,121,210,195
422000,BALNEÁRIO RINCÃO,SC,08/2026,994,1691,1500
280010,AMPARO DE SÃO FRANCISCO,SE,08/2026,296,441,331
280020,AQUIDABÃ,SE,08/2026,3572,4502,1825
280030,ARACAJU,SE,08/2026,56335,82880,41011
280040,ARAUÁ,SE,08/2026,2227,2869,1172
280050,AREIA BRANCA,SE,08/2026,2502,3666,1812
280060,BARRA DOS COQUEIROS,SE,08/2026,4874,7099,3785
280067,BOQUIM,SE,08/2026,4844,6205,2630
280070,BREJO GRANDE,SE,08/2026,1436,1905,521
280100,CAMPO DO BRITO,SE,08/2026,2929,3984,1704
280110,CANHOBA,SE,08/2026,1175,1392,577
280120,CANINDÉ DE SÃO FRANCISCO,SE,08/2026,6042,7654,2563
280130,CAPELA,SE,08/2026,5452,7141,2477
280140,CARIRA,SE,08/2026,4566,5578,1656
280150,CARMÓPOLIS,SE,08/2026,2273,2968,1360
280160,CEDRO DE SÃO JOÃO,SE,08/2026,897,1162,551
280170,CRISTINÁPOLIS,SE,08/2026,3741,4765,1674
280190,CUMBE,SE,08/2026,778,988,437
280200,DIVINA PASTORA,SE,08/2026,750,1004,452
280210,ESTÂNCIA,SE,08/2026,10995,14958,7054
280220,FEIRA NOVA,SE,08/2026,1233,1539,636
280230,FREI PAULO,SE,08/2026,2540,3477,1559
280240,GARARU,SE,08/2026,2607,3194,1004
280250,GENERAL MAYNARD,SE,08/2026,787,923,592
280260,GRACHO CARDOSO,SE,08/2026,1951,2172,584
280270,ILHA DAS FLORES,SE,08/2026,2054,2426,751
280280,INDIAROBA,SE,08/2026,2868,3711,1214
280290,ITABAIANA,SE,08/2026,11106,18088,8994
280300,ITABAIANINHA,SE,08/2026,10317,12331,3523
280310,ITABI,SE,08/2026,911,1140,551
280320,ITAPORANGA DAJUDA,SE,08/2026,5502,7659,3287
280330,JAPARATUBA,SE,08/2026,2805,3745,1890
280340,JAPOATÃ,SE,08/2026,3113,3797,1524
280350,LAGARTO,SE,08/2026,19688,25309,10636
280360,LARANJEIRAS,SE,08/2026,3692,4996,2588
280370,MACAMBIRA,SE,08/2026,1358,1825,809
280380,MALHADA DOS BOIS,SE,08/2026,654,884,415
280390,MALHADOR,SE,08/2026,2439,3073,1408
280400,MARUIM,SE,08/2026,2785,3414,1418
280410,MOITA BONITA,SE,08/2026,1639,2375,1165
280420,MONTE ALEGRE DE SERGIPE,SE,08/2026,3734,4352,1513
280430,MURIBECA,SE,08/2026,1755,2111,663
280440,NEÓPOLIS,SE,08/2026,3192,3965,1739
280445,NOSSA SENHORA APARECIDA,SE,08/2026,1583,2115,529
280450,NOSSA SENHORA DA GLÓRIA,SE,08/2026,7353,9375,2971
280460,NOSSA SENHORA DAS DORES,SE,08/2026,5821,6887,1986
280470,NOSSA SENHORA DE LOURDES,SE,08/2026,1149,1552,790
280480,NOSSA SENHORA DO SOCORRO,SE,08/2026,31190,43242,18453
280490,PACATUBA,SE,08/2026,2392,3294,1190
280500,PEDRA MOLE,SE,08/2026,716,870,348
280510,PEDRINHAS,SE,08/2026,2685,3000,926
280520,PINHÃO,SE,08/2026,1406,1742,619
280530,PIRAMBU,SE,08/2026,1568,2133,835
280540,POÇO REDONDO,SE,08/2026,7267,8550,2456
280550,POÇO VERDE,SE,08/2026,5597,6649,2422
280560,PORTO DA FOLHA,SE,08/2026,7577,8656,2065
280570,PROPRIÁ,SE,08/2026,4569,5920,2545
280580,RIACHÃO DO DANTAS,SE,08/2026,4673,5544,1718
280590,RIACHUELO,SE,08/2026,1557,2043,948
280600,RIBEIRÓPOLIS,SE,08/2026,2876,3771,1231
280610,ROSÁRIO DO CATETE,SE,08/2026,2092,2549,1008
280620,SALGADO,SE,08/2026,4077,5244,2405
280630,SANTA LUZIA DO ITANHY,SE,08/2026,2733,3599,1351
280640,SANTANA DO SÃO FRANCISCO,SE,08/2026,1897,2159,725
280650,SANTA ROSA DE LIMA,SE,08/2026,548,809,455
280660,SANTO AMARO DAS BROTAS,SE,08/2026,2097,2681,1042
280670,SÃO CRISTÓVÃO,SE,08/2026,11066,16856,7996
280680,SÃO DOMINGOS,SE,08/2026,1923,2589,1130
280690,SÃO FRANCISCO,SE,08/2026,712,878,403
280700,SÃO MIGUEL DO ALEIXO,SE,08/2026,896,1081,442
280710,SIMÃO DIAS,SE,08/2026,9104,11417,5034
280720,SIRIRI,SE,08/2026,1460,1845,849
280730,TELHA,SE,08/2026,751,975,336
280740,TOBIAS BARRETO,SE,08/2026,12084,14886,5563
280750,TOMAR DO GERU,SE,08/2026,2591,3277,1030
280760,UMBAÚBA,SE,08/2026,5429,6800,2911
350010,ADAMANTINA,SP,08/2026,785,1615,2014
350020,ADOLFO,SP,08/2026,147,312,340
350030,AGUAÍ,SP,08/2026,2189,3511,2149
350040,ÁGUAS DA PRATA,SP,08/2026,251,480,491
350050,ÁGUAS DE LINDÓIA,SP,08/2026,500,1014,1183
350055,ÁGUAS DE SANTA BÁRBARA,SP,08/2026,479,704,574
350060,ÁGUAS DE SÃO PEDRO,SP,08/2026,77,141,261
350070,AGUDOS,SP,08/2026,1342,2460,1849
350075,ALAMBARI,SP,08/2026,223,527,609
350080,ALFREDO MARCONDES,SP,08/2026,232,389,510
350090,ALTAIR,SP,08/2026,201,320,398
350100,ALTINÓPOLIS,SP,08/2026,1291,1875,1535
350110,ALTO ALEGRE,SP,08/2026,311,417,336
350115,ALUMÍNIO,SP,08/2026,499,842,678
350120,ÁLVARES FLORENCE,SP,08/2026,189,334,504
350130,ÁLVARES MACHADO,SP,08/2026,1919,2801,1552
350140,ÁLVARO DE CARVALHO,SP,08/2026,288,430,380
350150,ALVINLÂNDIA,SP,08/2026,186,289,291
350160,AMERICANA,SP,08/2026,5692,9353,7794
350170,AMÉRICO BRASILIENSE,SP,08/2026,2041,2956,1692
350180,AMÉRICO DE CAMPOS,SP,08/2026,364,538,566
350190,AMPARO,SP,08/2026,1429,2958,2911
350200,ANALÂNDIA,SP,08/2026,279,442,316
350210,ANDRADINA,SP,08/2026,3816,5222,4845
350220,ANGATUBA,SP,08/2026,1324,2339,1744
350230,ANHEMBI,SP,08/2026,733,994,683
350240,ANHUMAS,SP,08/2026,106,316,487
350250,APARECIDA,SP,08/2026,1406,2817,2330
350260,APARECIDA DOESTE,SP,08/2026,182,375,608
350270,APIAÍ,SP,08/2026,2207,3364,2031
350275,ARAÇARIGUAMA,SP,08/2026,1916,2803,1765
350280,ARAÇATUBA,SP,08/2026,8692,13564,12170
350290,ARAÇOIABA DA SERRA,SP,08/2026,1097,2162,1590
350300,ARAMINA,SP,08/2026,393,552,546
350310,ARANDU,SP,08/2026,340,650,649
350315,ARAPEÍ,SP,08/2026,303,441,469
350320,ARARAQUARA,SP,08/2026,8902,14149,10786
350330,ARARAS,SP,08/2026,6987,9612,6336
350335,ARCO-ÍRIS,SP,08/2026,122,217,207
350340,AREALVA,SP,08/2026,627,914,769
350350,AREIAS,SP,08/2026,468,617,310
350360,AREIÓPOLIS,SP,08/2026,597,932,624
350370,ARIRANHA,SP,08/2026,290,481,478
350380,ARTUR NOGUEIRA,SP,08/2026,2008,3501,3000
350390,ARUJÁ,SP,08/2026,6645,9688,6858
350395,ASPÁSIA,SP,08/2026,91,187,270
350400,ASSIS,SP,08/2026,4182,7004,6039
350410,ATIBAIA,SP,08/2026,3663,7808,6251
350420,AURIFLAMA,SP,08/2026,365,902,976
350430,AVAÍ,SP,08/2026,447,650,379
350440,AVANHANDAVA,SP,08/2026,1104,1565,1091
350450,AVARÉ,SP,08/2026,3846,6432,4349
350460,BADY BASSITT,SP,08/2026,1350,2194,1943
350470,BALBINOS,SP,08/2026,144,202,147
350480,BÁLSAMO,SP,08/2026,154,597,448
350490,BANANAL,SP,08/2026,1065,1577,1187
350500,BARÃO DE ANTONINA,SP,08/2026,246,458,357
350510,BARBOSA,SP,08/2026,587,879,638
350520,BARIRI,SP,08/2026,1612,2405,1620
350530,BARRA BONITA,SP,08/2026,1633,2358,1739
350535,BARRA DO CHAPÉU,SP,08/2026,776,1213,552
350540,BARRA DO TURVO,SP,08/2026,1159,1534,795
350550,BARRETOS,SP,08/2026,4482,7559,6746
350560,BARRINHA,SP,08/2026,3128,4202,2484
350570,BARUERI,SP,08/2026,16600,28707,19344
350580,BASTOS,SP,08/2026,592,1203,2083
350590,BATATAIS,SP,08/2026,3103,4444,3209
350600,BAURU,SP,08/2026,13847,23682,22574
350610,BEBEDOURO,SP,08/2026,3413,5217,4228
350620,BENTO DE ABREU,SP,08/2026,170,242,309
350630,BERNARDINO DE CAMPOS,SP,08/2026,812,1203,1001
350635,BERTIOGA,SP,08/2026,7462,10075,5760
350640,BILAC,SP,08/2026,183,448,689
350650,BIRIGUI,SP,08/2026,3457,6195,5134
350660,BIRITIBA MIRIM,SP,08/2026,2720,4066,2549
350670,BOA ESPERANÇA DO SUL,SP,08/2026,690,1263,1099
350680,BOCAINA,SP,08/2026,832,1123,679
350690,BOFETE,SP,08/2026,624,1101,1061
350700,BOITUVA,SP,08/2026,3491,5035,3015
350710,BOM JESUS DOS PERDÕES,SP,08/2026,1722,2659,1652
350715,BOM SUCESSO DE ITARARÉ,SP,08/2026,490,710,386
350720,BORÁ,SP,08/2026,63,87,133
350730,BORACÉIA,SP,08/2026,235,419,395
350740,BORBOREMA,SP,08/2026,464,1028,1003
350745,BOREBI,SP,08/2026,204,352,435
350750,BOTUCATU,SP,08/2026,6059,10263,6919
350760,BRAGANÇA PAULISTA,SP,08/2026,6888,12297,10736
350770,BRAÚNA,SP,08/2026,423,637,452
350775,BREJO ALEGRE,SP,08/2026,203,382,521
350780,BRODOWSKI,SP,08/2026,1132,2014,1393
350790,BROTAS,SP,08/2026,486,1112,1043
350800,BURI,SP,08/2026,3200,4068,1376
350810,BURITAMA,SP,08/2026,1310,2041,1570
350820,BURITIZAL,SP,08/2026,396,566,600
